song_id,title,artist,genre,tier,has_audio_url,has_physical_audio,audio_size_bytes,audio_sha256,has_cover_url,has_physical_cover,cover_size_bytes,cover_sha256,has_physical_lyrics,lyrics_size_bytes,lyrics_words,lyrics_sha256,release_year
RMVM_S_2e71a19143,Bến Đò Năm Xưa,Mai Tiến Đạt,POP_BALLAD,TIER_A,True,False,0,,False,False,0,,True,1508,274,cc9df4c7b61ccf83e0e54557a5666d3c376ea36771f3521bf606ab24dd78cdde,
RMVM_S_1846083ac7,Ngày Em Vui Cưới,Tuấn 2T,POP_BALLAD,TIER_A,True,False,0,,False,False,0,,True,3228,556,6d727344d9134a7db122f21e67ea0ee8073e77c036da01cb93a92f95446fa8dc,
RMVM_S_5f75c63c64,Như Hòn Bi Xanh,Xuân Mai,NHAC_TRINH,TIER_A,True,False,0,,False,False,0,,True,849,152,0e44b3fb41fe4bb65272e651dc9ffb0fe5aee3bba7bbc2e1565a7b95701fd612,
RMVM_S_56d988025f,Mấy Ai Bằng Anh,Keyo,POP_BALLAD,TIER_A,True,False,0,,False,False,0,,True,2151,454,9f4b86a801785c1f7c4c4c7efe0a6a245181332f565bd8e71a8641d5a82814a4,
RMVM_S_6362b83754,Đau Gấp Trăm Lần (Remix),Lương Gia Hùng,POP_BALLAD,TIER_A,True,False,0,,False,False,0,,True,2177,378,3f25045453b26788599340d697e1b7b53ddba545696b27206b4fc961e18f9423,
RMVM_S_d0f1c1dc1d,anh sẽ đến cùng cơn mưa,"Hứa Kim Tuyền, GREY D",POP_BALLAD,TIER_A,True,False,0,,False,False,0,,True,2985,508,866de01ebbc4d0bc23638f6e194a54a9328dc0795164b0899f49d0d32e004981,
RMVM_S_539fb26b7c,Bước Qua Đời Nhau (Cover),Nguyễn Quang Quý,POP_BALLAD,TIER_A,True,False,0,,False,False,0,,True,2197,390,7f12414a5da8c2f006670201d49d58c3fa243c13ff479891e2ccebd408a5cdde,
RMVM_S_82cad612e8,Anh Ba Khía,Bé Dương Hoàng Anh,FOLK_TRADITIONAL,TIER_A,True,False,0,,False,False,0,,True,1719,299,54280886ea836471a8b253dca694f34cacde0baa387e5ee367f7b06a7e89fbb1,
RMVM_S_20072dcfe0,Đêm Nhớ Người Tình,"Vũ Hoàng, Thạch Thảo",BOLERO_TRUTINH,TIER_A,True,False,0,,False,False,0,,True,1879,329,1dc7ff5911e354efcbd74c0b939e88c28b025509fb11c9bc9bb93c2040202017,
RMVM_S_6a169bef8a,Liên Khúc Ngày Xưa Anh Nói - Bội Bạc,"Quỳnh Trang, Thiên Quang",BOLERO_TRUTINH,TIER_A,True,False,0,,False,False,0,,True,2567,443,ab23fde0db761ca0ae1b069d2cc08960dedf2aab1adafc62285bf713b91493db,
